date,day_of_week,month,week_of_year,is_weekend,season,festival_intensity,is_festival,temperature,humidity,aqi,rainfall,age,severity_score,current_bed_demand,total_beds,icu_beds,doctors_count,nurses_count,hospital_type,lag_1_day,lag_7_day,lag_14_day,rolling_avg_7,rolling_avg_14,rolling_std_7
2003-05-06,1,5,19,0,Summer,0,0,44.436230776679636,43.96896183313178,290.3402466027235,1.36686557071302,77,3,807,850,120,180,360,Government,723.0,776.0,717.0,743.1428571428571,746.0,67.83418157887871
2003-05-07,2,5,19,0,Summer,0,0,34.09973379314979,60.49687545896308,168.8332815282949,1.9757673157479538,6,1,729,850,120,180,360,Government,807.0,740.0,702.0,741.5714285714286,747.9285714285714,68.04620279108761
2003-05-08,3,5,19,0,Summer,0,0,38.19702250267689,46.30222844656235,201.7289250482709,1.0258525255365842,26,2,807,850,120,180,360,Government,729.0,807.0,807.0,741.5714285714286,747.9285714285714,68.04620279108761
2003-05-09,4,5,19,0,Summer,0,0,39.49842555151467,28.482157970550194,141.43113868301953,0.44861293564269317,2,3,807,850,120,180,360,Government,807.0,807.0,807.0,741.5714285714286,747.9285714285714,68.04620279108761
2003-05-10,5,5,19,1,Summer,0,0,39.360011354596374,49.420163855187866,196.04929846357078,0.6788792648059087,41,3,801,850,120,180,360,Government,807.0,639.0,691.0,764.7142857142857,755.7857142857143,53.297011441275444
2003-05-11,6,5,19,1,Summer,0,0,37.37977633958044,31.55568798646485,252.9664825800766,0.9361466486914843,54,4,807,850,120,180,360,Government,801.0,679.0,675.0,783.0,765.2142857142857,39.03844259188557
2003-05-12,0,5,20,0,Summer,0,0,40.71341209179861,76.21076722105882,147.38684081281227,1.6631221595794567,32,3,789,850,120,180,360,Government,807.0,723.0,784.0,792.4285714285714,765.5714285714286,28.74518593235434
2003-05-13,1,5,20,0,Summer,0,0,39.41124476340329,38.411985033833226,202.92933899742914,1.7555155590187252,45,4,807,850,120,180,360,Government,789.0,807.0,776.0,792.4285714285714,767.7857142857143,28.74518593235434
2003-05-14,2,5,20,0,Summer,0,0,30.81168788836351,48.057622815707234,109.7126862054806,2.1385653758101,31,1,719,850,120,180,360,Government,807.0,729.0,740.0,791.0,766.2857142857143,32.43454948045237
2003-05-15,3,5,20,0,Summer,0,0,41.345780321946364,53.09843281641365,281.1433059183396,1.3315846830382814,37,3,807,850,120,180,360,Government,719.0,807.0,807.0,791.0,766.2857142857143,32.43454948045237
2003-05-16,4,5,20,0,Summer,0,0,41.43645418633371,46.536102071849236,193.42679651222875,0.12700709855320733,4,3,807,850,120,180,360,Government,807.0,807.0,807.0,791.0,766.2857142857143,32.43454948045237
2003-05-17,5,5,20,1,Summer,0,0,33.18356947910709,46.519635182405686,159.3603077823854,1.1015174323846197,43,4,758,850,120,180,360,Government,807.0,801.0,639.0,784.8571428571429,774.7857142857143,34.24630671779749
2003-05-18,6,5,20,1,Summer,0,0,37.18968917723801,55.06192743393053,165.10629383569182,1.3481587933235435,30,3,674,850,120,180,360,Government,758.0,807.0,679.0,765.8571428571429,774.4285714285714,52.13581165708338
2003-05-19,0,5,21,0,Summer,0,0,40.416644964055344,68.31459150555534,154.49809127428324,1.682144734141242,3,3,807,850,120,180,360,Government,674.0,789.0,723.0,768.4285714285714,780.4285714285714,53.88214652633763
2003-05-20,1,5,21,0,Summer,0,0,35.95343090210319,59.21010898180757,157.05474179382534,2.0702629885902604,34,3,675,850,120,180,360,Government,807.0,807.0,807.0,749.5714285714286,771.0,60.7888617617224
2003-05-21,2,5,21,0,Summer,0,0,42.36489023883006,67.74216654288252,57.625242882517,0.5693093519604497,79,4,807,850,120,180,360,Government,675.0,719.0,729.0,762.1428571428571,776.5714285714286,62.488475127895
2003-05-22,3,5,21,0,Summer,0,0,48.0,37.44057070287798,175.10171339516222,0.8515836636574913,3,3,807,850,120,180,360,Government,807.0,807.0,807.0,762.1428571428571,776.5714285714286,62.488475127895
2003-05-23,4,5,21,0,Summer,0,0,33.07006983682509,53.80835159906434,173.0060659697144,0.007678957653370994,73,4,807,850,120,180,360,Government,807.0,807.0,807.0,762.1428571428571,776.5714285714286,62.488475127895
2003-05-24,5,5,21,1,Summer,0,0,30.094776984231125,51.86295262469935,204.43307686302384,0.6803716215491864,2,3,789,850,120,180,360,Government,807.0,758.0,801.0,766.5714285714286,775.7142857142857,63.239906026857156
2003-05-25,6,5,21,1,Summer,0,0,38.51909297802438,54.213095500120815,153.8428126779237,0.5127449887884,32,1,595,850,120,180,360,Government,789.0,674.0,807.0,755.2857142857143,760.5714285714286,85.60707580902108
2003-05-26,0,5,22,0,Summer,0,0,40.60781252563072,66.51478364762687,141.44818429294887,2.622604427292448,2,2,807,850,120,180,360,Government,595.0,807.0,789.0,755.2857142857143,761.8571428571429,85.60707580902108
2003-05-27,1,5,22,0,Summer,0,0,35.845668130776154,47.35053020249536,179.61125277735124,1.8558606803446083,30,2,740,850,120,180,360,Government,807.0,675.0,807.0,764.5714285714286,757.0714285714286,78.69319568818554
2003-05-28,2,5,22,0,Summer,0,0,44.266303316605175,45.13395960135095,99.3815940954758,1.2780230047630834,52,2,791,850,120,180,360,Government,740.0,807.0,719.0,762.2857142857143,762.2142857142857,77.47841481280311
2003-05-29,3,5,22,0,Summer,0,0,30.306971001383758,56.40776956902397,187.1711593767292,0.04694626349523097,4,2,807,850,120,180,360,Government,791.0,807.0,807.0,762.2857142857143,762.2142857142857,77.47841481280311
2003-05-30,4,5,22,0,Summer,0,0,40.46459311515805,28.661567269209833,86.90903702391395,0.4113702059501611,27,1,669,850,120,180,360,Government,807.0,807.0,807.0,742.5714285714286,752.3571428571429,81.64936648633075
2003-05-31,5,5,22,1,Summer,0,0,33.970695896205534,47.15777541053386,236.04093244153978,0.9526931808158022,1,2,769,850,120,180,360,Government,669.0,789.0,758.0,739.7142857142857,753.1428571428571,80.08893865720914
2003-06-01,6,6,22,1,Monsoon,0,0,33.15813371862189,84.19481386428728,214.21349778303875,0.6021903945959165,30,1,672,850,120,180,360,Government,769.0,595.0,674.0,750.7142857142857,753.0,59.55589611369165
2003-06-02,0,6,23,0,Monsoon,0,0,33.977546059504355,79.47784830215845,133.69070617879933,5.3788758288045635,43,3,807,850,120,180,360,Government,672.0,807.0,807.0,750.7142857142857,753.0,59.55589611369165
2003-06-03,1,6,23,0,Monsoon,0,0,25.700030236649955,91.34235406813946,213.05690066690184,43.697319430825516,8,1,761,850,120,180,360,Government,807.0,740.0,675.0,753.7142857142857,759.1428571428571,59.455065065180285
2003-06-04,2,6,23,0,Monsoon,0,0,26.35132859227426,78.6265580959403,185.57571121269405,2.780202149364067,3,3,804,850,120,180,360,Government,761.0,791.0,807.0,755.5714285714286,758.9285714285714,60.99687735957555
2003-06-05,3,6,23,0,Monsoon,0,0,30.578763660939405,84.18476170981722,129.549488445757,1.054802691938344,19,1,807,850,120,180,360,Government,804.0,807.0,807.0,755.5714285714286,758.9285714285714,60.99687735957555
2003-06-06,4,6,23,0,Monsoon,0,0,26.838608050631457,86.75894335193782,78.85619213854552,17.377923979315305,3,4,807,850,120,180,360,Government,807.0,669.0,807.0,775.2857142857143,758.9285714285714,49.587344775706
2003-06-07,5,6,23,1,Monsoon,0,0,27.863766346203285,93.12070936885671,195.8217841713226,58.54824899662891,8,1,659,850,120,180,360,Government,807.0,769.0,789.0,759.5714285714286,749.6428571428571,66.46767922044833
2003-06-08,6,6,23,1,Monsoon,0,0,28.07616526162723,84.93666139071487,140.28590764324827,35.99076167622749,1,2,807,850,120,180,360,Government,659.0,672.0,595.0,778.8571428571429,764.7857142857143,55.50504052614938
2003-06-09,0,6,24,0,Monsoon,0,0,22.240980531407033,90.61692156476926,234.74847848480397,73.59641593521798,40,3,807,850,120,180,360,Government,807.0,807.0,807.0,778.8571428571429,764.7857142857143,55.50504052614938
2003-06-10,1,6,24,0,Monsoon,0,0,27.95848676171729,89.20357238366276,180.70168669409256,28.00974439426602,48,3,807,850,120,180,360,Government,807.0,761.0,740.0,785.4285714285714,769.5714285714286,55.76096945252699
2003-06-11,2,6,24,0,Monsoon,0,0,25.930816677807478,85.74074533701486,145.02086517513413,11.502653179199218,6,1,698,850,120,180,360,Government,807.0,804.0,791.0,770.2857142857143,762.9285714285714,63.704302015155065
2003-06-12,3,6,24,0,Monsoon,0,0,26.520631532800685,78.46291955035927,269.8919366545236,58.605048758042216,32,3,807,850,120,180,360,Government,698.0,807.0,807.0,770.2857142857143,762.9285714285714,63.704302015155065
2003-06-13,4,6,24,0,Monsoon,0,0,32.33089601040644,76.3925148345739,208.82232463015026,11.124595285650063,44,3,793,850,120,180,360,Government,807.0,807.0,669.0,768.2857142857143,771.7857142857143,62.56919978635466
2003-06-14,5,6,24,1,Monsoon,0,0,24.23047931716223,85.63903240851512,50.0,8.61856980588788,1,4,807,850,120,180,360,Government,793.0,659.0,769.0,789.4285714285714,774.5,40.652417488003934
2003-06-15,6,6,24,1,Monsoon,0,0,30.439615560243933,81.74381875658432,155.6804115604567,11.89124438394039,30,2,657,850,120,180,360,Government,807.0,807.0,672.0,768.0,773.4285714285714,63.15325275338819
2003-06-16,0,6,25,0,Monsoon,0,0,27.163111209004576,90.51556655008775,110.79555039937884,33.63737169740891,30,1,756,850,120,180,360,Government,657.0,807.0,807.0,760.7142857142857,769.7857142857143,60.8021772793112
2003-06-17,1,6,25,0,Monsoon,0,0,27.160719494512495,89.47513910859146,140.01010311398457,49.94611601447218,41,3,807,850,120,180,360,Government,756.0,807.0,761.0,760.7142857142857,773.0714285714286,60.8021772793112
2003-06-18,2,6,25,0,Monsoon,0,0,30.371115688155133,83.89233403337771,172.7633800540732,8.853438840306382,7,1,747,850,120,180,360,Government,807.0,698.0,804.0,767.7142857142857,769.0,54.91421881964114
2003-06-19,3,6,25,0,Monsoon,0,0,29.020153883706673,78.05372245635239,197.7024254293773,12.407135620248113,2,2,807,850,120,180,360,Government,747.0,807.0,807.0,767.7142857142857,769.0,54.91421881964114
2003-06-20,4,6,25,0,Monsoon,0,0,29.711838991658592,88.06441329764364,193.06828710567868,45.7199335550241,40,2,735,850,120,180,360,Government,807.0,793.0,807.0,759.4285714285714,763.8571428571429,54.83872458660709
2003-06-21,5,6,25,1,Monsoon,0,0,30.904553981598582,78.8923033231891,233.8936538282401,0.9637238870206,50,3,802,850,120,180,360,Government,735.0,807.0,659.0,758.7142857142857,774.0714285714286,54.14398792637519
2003-06-22,6,6,25,1,Monsoon,0,0,27.00607485045003,80.44921646241481,211.82991887543335,30.63738316743652,5,1,683,850,120,180,360,Government,802.0,657.0,807.0,762.4285714285714,765.2142857142857,46.331620386287675
2003-06-23,0,6,26,0,Monsoon,0,0,26.16328979647675,79.12350557070907,208.73734645627528,12.110704147878671,43,3,807,850,120,180,360,Government,683.0,756.0,807.0,769.7142857142857,765.2142857142857,49.0805945553307
2003-06-24,1,6,26,0,Monsoon,0,0,24.744548420326606,84.16899386836027,190.07461615666372,9.448718932244399,5,1,719,850,120,180,360,Government,807.0,807.0,807.0,757.1428571428571,758.9285714285714,49.20849713693996
2003-06-25,2,6,26,0,Monsoon,0,0,25.523768410063134,92.02115400442337,244.33994263629506,11.84509916357401,5,1,717,850,120,180,360,Government,719.0,747.0,698.0,752.8571428571429,760.2857142857143,51.49248673812757
2003-06-26,3,6,26,0,Monsoon,0,0,36.84728327592617,84.96975477865882,164.18617284045413,10.849445272710303,54,3,807,850,120,180,360,Government,717.0,807.0,807.0,752.8571428571429,760.2857142857143,51.49248673812757
2003-06-27,4,6,26,0,Monsoon,0,0,31.73403874221036,82.34068784543382,165.48483656324046,28.262511869964083,30,3,778,850,120,180,360,Government,807.0,735.0,793.0,759.0,759.2142857142857,51.57195620360642
2003-06-28,5,6,26,1,Monsoon,0,0,23.946776901375937,75.84631041972854,84.72133235137349,52.60721135467631,44,4,760,850,120,180,360,Government,778.0,802.0,807.0,753.0,755.8571428571429,48.05899152777469
2003-06-29,6,6,26,1,Monsoon,0,0,24.03262612976929,88.31274750837906,232.8082021905018,13.524063899771708,89,3,807,850,120,180,360,Government,760.0,683.0,657.0,770.7142857142857,766.5714285714286,40.160985569390036
2003-06-30,0,6,27,0,Monsoon,0,0,29.445598185155475,80.31757236442823,176.15371221104226,35.7633727735761,31,1,777,850,120,180,360,Government,807.0,807.0,756.0,766.4285714285714,768.0714285714286,37.12975959549233
2003-07-01,1,7,27,0,Monsoon,0,0,29.6417943921339,85.70510571494857,326.6802853085636,26.33122727172327,69,5,807,850,120,180,360,Government,777.0,719.0,807.0,779.0,768.0714285714286,33.07063148273152
2003-07-02,2,7,27,0,Monsoon,0,0,29.646651505952093,82.87468830450015,159.7233654118771,8.029883620399747,7,1,698,850,120,180,360,Government,807.0,717.0,747.0,776.2857142857143,764.5714285714286,39.21612884904294
2003-07-03,3,7,27,0,Monsoon,0,0,27.235132619338906,90.02906331759662,184.42890647083675,17.70135632631177,46,3,807,850,120,180,360,Government,698.0,807.0,807.0,776.2857142857143,764.5714285714286,39.21612884904294
2003-07-04,4,7,27,0,Monsoon,0,0,27.6236372199913,84.0565816478287,207.3252476804207,21.981188273213522,47,3,807,850,120,180,360,Government,807.0,778.0,735.0,780.4285714285714,769.7142857142857,40.922109520637015
2003-07-05,5,7,27,1,Monsoon,0,0,28.98363857247807,84.64644187286169,124.90500135056436,0.4755977088055603,40,4,807,850,120,180,360,Government,807.0,760.0,802.0,787.1428571428571,770.0714285714286,40.86738133454109
2003-07-06,6,7,27,1,Monsoon,0,0,28.25767901887999,87.91448288473276,197.92738569396138,10.082149861332804,7,1,680,850,120,180,360,Government,807.0,807.0,683.0,769.0,769.8571428571429,55.97916278997633
2003-07-07,0,7,28,0,Monsoon,0,0,21.342098881757394,97.64164109357911,181.73307160285927,98.2289506027474,1,4,807,850,120,180,360,Government,680.0,777.0,807.0,773.2857142857143,769.8571428571429,57.81209298441015
2003-07-08,1,7,28,0,Monsoon,0,0,27.31060110827442,90.33068158215133,164.81559051615812,20.28118210008556,83,5,807,850,120,180,360,Government,807.0,807.0,719.0,773.2857142857143,776.1428571428571,57.81209298441015
2003-07-09,2,7,28,0,Monsoon,0,0,25.44578069721906,84.46836336190835,238.63019793715034,8.136642920330207,7,1,807,850,120,180,360,Government,807.0,698.0,717.0,788.8571428571429,782.5714285714286,48.00148807217123
2003-07-10,3,7,28,0,Monsoon,0,0,28.525634256725535,85.01918794369173,134.8125641044672,5.754282509995563,31,3,697,850,120,180,360,Government,807.0,807.0,807.0,773.1428571428571,774.7142857142857,58.029959421631354
2003-07-11,4,7,28,0,Monsoon,0,0,36.95577700781023,81.8508432380534,193.7451056541111,4.701326977072119,45,2,752,850,120,180,360,Government,697.0,807.0,778.0,765.2857142857143,772.8571428571429,56.38177686012369
2003-07-12,5,7,28,1,Monsoon,0,0,29.102444996422914,79.30002577888183,252.73321456925228,10.271301083804133,4,2,762,850,120,180,360,Government,752.0,807.0,760.0,758.8571428571429,773.0,53.314877759179275
2003-07-13,6,7,28,1,Monsoon,0,0,27.059410941482806,81.68349527760206,144.66891220218508,4.295217947929016,46,3,797,850,120,180,360,Government,762.0,680.0,807.0,775.5714285714286,772.2857142857143,41.504446118687476
2003-07-14,0,7,29,0,Monsoon,0,0,30.765404505931755,80.36710621772835,165.15570086538506,2.904820691716312,6,1,629,850,120,180,360,Government,797.0,807.0,777.0,750.1428571428571,761.7142857142857,66.21286020965202
2003-07-15,1,7,29,0,Monsoon,0,0,29.44806366162764,88.92021030277532,297.2652281735914,9.053124488176422,74,4,807,850,120,180,360,Government,629.0,807.0,807.0,750.1428571428571,761.7142857142857,66.21286020965202
2003-07-16,2,7,29,0,Monsoon,0,0,29.260283471355525,78.57283085278608,203.71955325780286,18.67889770082818,100,3,807,850,120,180,360,Government,807.0,807.0,698.0,750.1428571428571,769.5,66.21286020965202
2003-07-17,3,7,29,0,Monsoon,0,0,29.820551779647012,92.99926336828027,154.6901261678691,3.1658324160333917,27,1,647,850,120,180,360,Government,807.0,697.0,807.0,743.0,758.0714285714286,75.01333214835938
2003-07-18,4,7,29,0,Monsoon,0,0,34.169630694488625,89.51227830171298,220.1312380039239,0.9071300698243081,80,4,807,850,120,180,360,Government,647.0,752.0,807.0,750.8571428571429,758.0714285714286,78.89323708115239
2003-07-19,5,7,29,1,Monsoon,0,0,24.607334694022253,85.12301037620601,151.5953224204487,0.7049350119766512,36,2,657,850,120,180,360,Government,807.0,762.0,807.0,735.8571428571429,747.3571428571429,86.07637804382203
2003-07-20,6,7,29,1,Monsoon,0,0,29.420896230434362,85.00191166879041,101.75420379199645,6.222678668440963,49,4,807,850,120,180,360,Government,657.0,797.0,680.0,737.2857142857143,756.4285714285714,87.33406033866855
2003-07-21,0,7,30,0,Monsoon,0,0,25.220856610055385,81.65631214231269,248.6181972632585,4.217687325582906,28,2,782,850,120,180,360,Government,807.0,629.0,807.0,759.1428571428571,754.6428571428571,73.81605193865056
2003-07-22,1,7,30,0,Monsoon,0,0,29.666537939026746,86.62050646808659,124.84703679344928,15.498226326726904,29,2,684,850,120,180,360,Government,782.0,807.0,807.0,741.5714285714286,745.8571428571429,75.1528600982855
2003-07-23,2,7,30,0,Monsoon,0,0,25.243940465541716,91.52855477925154,302.58563124986455,12.165836046524326,83,4,807,850,120,180,360,Government,684.0,807.0,807.0,741.5714285714286,745.8571428571429,75.1528600982855
2003-07-24,3,7,30,0,Monsoon,0,0,26.74789955918475,80.78106122646511,155.53338122688973,7.853937826696723,4,3,807,850,120,180,360,Government,807.0,647.0,697.0,764.4285714285714,753.7142857142857,65.2785241429808
2003-07-25,4,7,30,0,Monsoon,0,0,27.114730257286283,75.79964746648761,286.6632340780927,35.86034529654319,46,2,804,850,120,180,360,Government,807.0,807.0,752.0,764.0,757.4285714285714,64.96152707564697
2003-07-26,5,7,30,1,Monsoon,0,0,30.927450158034127,89.21930952914046,111.56644657399711,14.06180874582237,46,2,797,850,120,180,360,Government,804.0,657.0,762.0,784.0,759.9285714285714,45.018514709690415
2003-07-27,6,7,30,1,Monsoon,0,0,30.75536333182724,86.9461958454628,231.27467931331265,1.919868088832823,45,2,737,850,120,180,360,Government,797.0,807.0,797.0,774.0,755.6428571428571,46.79743582719014
2003-07-28,0,7,31,0,Monsoon,0,0,24.262847870660845,78.27880719135293,204.9863136492325,7.0128450900929415,76,4,807,850,120,180,360,Government,737.0,782.0,629.0,777.5714285714286,768.3571428571429,48.435032579243185
2003-07-29,1,7,31,0,Monsoon,0,0,28.164802332999546,80.5996517745153,221.8873112777576,72.49126880202842,21,2,721,850,120,180,360,Government,807.0,684.0,807.0,782.8571428571429,762.2142857142857,37.24884146488504
2003-07-30,2,7,31,0,Monsoon,0,0,25.871260435752482,79.84537435569915,228.40113533381304,75.42550989771023,60,3,807,850,120,180,360,Government,721.0,807.0,807.0,782.8571428571429,762.2142857142857,37.24884146488504
2003-07-31,3,7,31,0,Monsoon,0,0,24.224485267973996,80.6528063857945,155.1127428859414,5.878608001056541,38,1,615,850,120,180,360,Government,807.0,807.0,647.0,755.4285714285714,759.9285714285714,71.47460421449765
2003-08-01,4,8,31,0,Monsoon,0,0,27.348948848726888,83.05790347575288,114.55780789985008,3.6601028988199698,47,4,807,850,120,180,360,Government,615.0,804.0,807.0,755.8571428571429,759.9285714285714,71.82253260973346
2003-08-02,5,8,31,1,Monsoon,0,0,27.07455163463254,83.40071617431552,177.4541134830391,13.691208895135937,51,3,764,850,120,180,360,Government,807.0,797.0,657.0,751.1428571428571,767.5714285714286,69.72428694849623
2003-08-03,6,8,31,1,Monsoon,0,0,35.280149459036565,81.09523806958924,191.1515128792567,13.13495186727774,23,1,666,850,120,180,360,Government,764.0,737.0,807.0,741.0,757.5,76.9177049406274
2003-08-04,0,8,32,0,Monsoon,0,0,29.29887947608209,80.45101708300044,156.40776894222475,10.557322751391023,3,2,806,850,120,180,360,Government,666.0,807.0,782.0,740.8571428571429,759.2142857142857,76.7754921213552
2003-08-05,1,8,32,0,Monsoon,0,0,23.86714749773729,83.62729393648371,193.8776985079931,15.0731183503188,7,1,774,850,120,180,360,Government,806.0,721.0,684.0,748.4285714285714,765.6428571428571,77.10351730597276
2003-08-06,2,8,32,0,Monsoon,0,0,26.305677987487172,86.00614920915737,196.48127655873702,5.284399546232978,43,3,807,850,120,180,360,Government,774.0,807.0,807.0,748.4285714285714,765.6428571428571,77.10351730597276
2003-08-07,3,8,32,0,Monsoon,0,0,31.064149886288195,83.10222078181093,134.4986776728067,2.4417559419525094,5,1,788,850,120,180,360,Government,807.0,615.0,807.0,773.1428571428571,764.2857142857143,50.26074867272507
2003-08-08,4,8,32,0,Monsoon,0,0,34.265328318609775,91.95200214004781,199.74856408452328,16.900876115794897,85,4,807,850,120,180,360,Government,788.0,807.0,804.0,773.1428571428571,764.5,50.26074867272507
2003-08-09,5,8,32,1,Monsoon,0,0,23.242050063286126,88.04852628652472,166.6393988152677,53.94161080351595,26,3,688,850,120,180,360,Government,807.0,764.0,797.0,762.2857142857143,756.7142857142857,59.857370155268065
2003-08-10,6,8,32,1,Monsoon,0,0,22.360226844582865,75.45492485884782,145.00095498983143,2.9641837644252504,37,2,637,850,120,180,360,Government,688.0,666.0,737.0,758.1428571428571,749.5714285714286,68.07209063786387
2003-08-11,0,8,33,0,Monsoon,0,0,33.612895526115345,88.14236659248311,219.36875691119965,24.403041326653543,44,3,807,850,120,180,360,Government,637.0,806.0,807.0,758.2857142857143,749.5714285714286,68.19021016175849
2003-08-12,1,8,33,0,Monsoon,0,0,29.168842532112713,88.6332638955135,141.15043941532278,11.521392313982995,3,2,807,850,120,180,360,Government,807.0,774.0,721.0,763.0,755.7142857142857,70.55730531513619
2003-08-13,2,8,33,0,Monsoon,0,0,25.395121804370902,82.39159019125485,157.16662050476367,6.962137660285728,50,3,807,850,120,180,360,Government,807.0,807.0,807.0,763.0,755.7142857142857,70.55730531513619
2003-08-14,3,8,33,0,Monsoon,0,0,29.603887258367305,76.02881447618107,183.60254250933278,38.361319012258235,54,3,807,850,120,180,360,Government,807.0,788.0,615.0,765.7142857142857,769.4285714285714,72.02942520413514
2003-08-15,4,8,33,0,Monsoon,3,1,20.092756782949365,85.04840055646682,348.71558103271195,12.194205821946106,74,4,807,850,120,180,360,Government,807.0,807.0,807.0,765.7142857142857,769.4285714285714,72.02942520413514
2003-08-16,5,8,33,1,Monsoon,3,1,28.010126519791484,84.95374809110653,289.6392038862149,17.50835144852047,83,4,807,850,120,180,360,Government,807.0,688.0,764.0,782.7142857142857,772.5,64.25396041156817
2003-08-17,6,8,33,1,Monsoon,3,1,28.983463518529256,78.27012258080083,306.41441662373336,11.705821958264897,55,4,807,850,120,180,360,Government,807.0,637.0,666.0,807.0,782.5714285714286,0.0
2003-08-18,0,8,34,0,Monsoon,3,1,30.77281041861349,76.29268470244038,265.1178732001752,1.6948154625907508,9,1,807,850,120,180,360,Government,807.0,807.0,806.0,807.0,782.6428571428571,0.0
2003-08-19,1,8,34,0,Monsoon,3,1,24.958312143122388,84.47467872127936,276.07551878118295,18.072657971534976,2,2,807,850,120,180,360,Government,807.0,807.0,774.0,807.0,785.0,0.0
2003-08-20,2,8,34,0,Monsoon,3,1,28.257061484210077,83.60153684769507,277.5561383240203,10.854617010502519,53,2,807,850,120,180,360,Government,807.0,807.0,807.0,807.0,785.0,0.0
2003-08-21,3,8,34,0,Monsoon,0,0,25.223726121821237,82.49640780806564,194.6653118008512,1.8150569382733663,6,1,657,850,120,180,360,Government,807.0,807.0,788.0,785.5714285714286,775.6428571428571,56.69467095138348
2003-08-22,4,8,34,0,Monsoon,0,0,28.766151267022952,84.49953559152063,165.201621347587,18.117490113073234,86,3,807,850,120,180,360,Government,657.0,807.0,807.0,785.5714285714286,775.6428571428571,56.69467095138348
2003-08-23,5,8,34,1,Monsoon,0,0,25.313961032910928,78.38334175707809,246.99999427381047,0.19839945347204127,55,2,807,850,120,180,360,Government,807.0,807.0,688.0,785.5714285714286,784.1428571428571,56.69467095138348
2003-08-24,6,8,34,1,Monsoon,0,0,26.775697482519337,82.39107632280331,161.34168807489291,4.677023180010726,39,3,807,850,120,180,360,Government,807.0,807.0,637.0,785.5714285714286,796.2857142857143,56.69467095138348
2003-08-25,0,8,35,0,Monsoon,0,0,25.012553815629314,88.19995018368608,94.63794323973163,30.380022394018926,16,2,807,850,120,180,360,Government,807.0,807.0,807.0,785.5714285714286,796.2857142857143,56.69467095138348
2003-08-26,1,8,35,0,Monsoon,0,0,29.95340872547097,82.90017951789227,317.139830218501,0.7733077845448548,65,4,807,850,120,180,360,Government,807.0,807.0,807.0,785.5714285714286,796.2857142857143,56.69467095138348
2003-08-27,2,8,35,0,Monsoon,0,0,30.575353349969994,74.96816516924468,163.6315654528124,20.80774110477637,49,2,724,850,120,180,360,Government,807.0,807.0,807.0,773.7142857142857,790.3571428571429,60.046410621879836
2003-08-28,3,8,35,0,Monsoon,0,0,27.296138290127757,82.16384633365857,245.65848935456737,59.79776613971113,1,3,807,850,120,180,360,Government,724.0,657.0,807.0,795.1428571428571,790.3571428571429,31.371051259764233
2003-08-29,4,8,35,0,Monsoon,0,0,28.114713984880083,78.57904921895884,250.23954209798794,3.755346156471784,45,3,807,850,120,180,360,Government,807.0,807.0,807.0,795.1428571428571,790.3571428571429,31.371051259764233
2003-08-30,5,8,35,1,Monsoon,0,0,23.65422575609937,86.60281777877039,227.2607156125191,10.795199620806361,29,2,673,850,120,180,360,Government,807.0,807.0,807.0,776.0,780.7857142857143,54.95149376192272
2003-08-31,6,8,35,1,Monsoon,0,0,27.100970055979637,86.91302442028255,170.09863902012987,17.13675697826574,3,2,678,850,120,180,360,Government,673.0,807.0,807.0,757.5714285714286,771.5714285714286,63.74913631534478
2003-09-01,0,9,36,0,Monsoon,0,0,27.849386148874764,75.04735224948381,194.33424099371715,11.971867142923697,33,3,807,850,120,180,360,Government,678.0,807.0,807.0,757.5714285714286,771.5714285714286,63.74913631534478
2003-09-02,1,9,36,0,Monsoon,0,0,35.86237927308993,89.55407782349313,116.27448953475364,19.371568630468488,43,3,807,850,120,180,360,Government,807.0,807.0,807.0,757.5714285714286,771.5714285714286,63.74913631534478
2003-09-03,2,9,36,0,Monsoon,0,0,24.66409892267751,78.32688219232865,279.5073886909138,10.353565162732668,26,2,708,850,120,180,360,Government,807.0,724.0,807.0,755.2857142857143,764.5,65.41843340046798
2003-09-04,3,9,36,0,Monsoon,0,0,32.39253171625731,94.35509374289411,137.40970009086652,3.2152125601347175,2,4,807,850,120,180,360,Government,708.0,807.0,657.0,755.2857142857143,775.2142857142857,65.41843340046798
2003-09-05,4,9,36,0,Monsoon,0,0,30.990576320397423,84.7073424129963,167.30495186295622,1.8652215291638694,42,3,807,850,120,180,360,Government,807.0,807.0,807.0,755.2857142857143,775.2142857142857,65.41843340046798
2003-09-06,5,9,36,1,Monsoon,0,0,28.84190921347041,77.52163900876502,184.94932435201255,27.286208267357296,49,4,807,850,120,180,360,Government,807.0,673.0,807.0,774.4285714285714,775.2142857142857,56.29640942622974
2003-09-07,6,9,36,1,Monsoon,0,0,33.2758614525854,78.14808357584391,174.62801225815198,5.452557802292186,10,1,733,850,120,180,360,Government,807.0,678.0,807.0,782.2857142857143,769.9285714285714,42.82022219198982
2003-09-08,0,9,37,0,Monsoon,0,0,29.116316417820588,87.08857175072407,147.1563358853303,37.605298361573574,1,3,807,850,120,180,360,Government,733.0,807.0,807.0,782.2857142857143,769.9285714285714,42.82022219198982
2003-09-09,1,9,37,0,Monsoon,0,0,29.167477587003788,82.65220066060974,249.7169526027344,27.175704135898776,1,2,807,850,120,180,360,Government,807.0,807.0,807.0,782.2857142857143,769.9285714285714,42.82022219198982
